id,date,time,spicy,cold,coffee,soda,alcohol,mlik,water,greens,lactobacillus
panda,2019-08-02,19:00,1,1,0,0,1,0,1000,0,1
panda,2019-08-03,8:00,1,0,0,0,0,0,0,0,1
panda,2019-08-03,10:00,0,1,0,0,0,0,0,0,0
panda,2019-08-03,12:00,1,0,0,0,0,0,0,0,0
panda,2019-08-03,15:00,1,0,0,0,0,0,0,0,0
panda,2019-08-03,19:00,1,1,0,0,1,0,500,0,0
panda,2019-08-04,14:00,0,0,0,0,0,0,0,0,0
panda,2019-08-04,18:00,0,0,0,0,0,0,0,0,0
panda,2019-08-04,13:00,1,0,0,1,0,0,0,0,0
panda,2019-08-04,19:00,1,0,0,0,0,0,500,0,1
panda,2019-08-05,7:30,1,0,0,0,0,0,0,0,1
panda,2019-08-05,19:00,2,1,0,0,1,0,0,0,0
panda,2019-08-05,12:40,0,1,0,0,0,0,0,0,0
panda,2019-08-06,13:00,1,0,0,0,0,0,0,0,1
panda,2019-08-06,19:00,1,0,0,0,0,0,0,0,0
panda,2019-08-06,21:00,1,0,0,0,0,0,500,0,0
panda,2019-08-07,7:30,0,0,0,0,0,0,0,0,1
panda,2019-08-07,12:30,0,1,0,0,0,0,0,0,0
panda,2019-08-07,20:30,0,0,0,0,0,0,1000,0,0
panda,2019-08-08,7:30,0,0,0,0,0,0,0,0,0
panda,2019-08-08,12:00,0,1,0,0,0,0,0,0,0
panda,2019-08-08,19:00,0,0,0,0,0,0,600,0,0
panda,2019-08-09,7:40,0,0,0,0,0,0,0,0,1
panda,2019-08-09,19:30,1,0,0,0,0,0,500,0,0
panda,2019-08-09,10:00,0,1,1,0,0,0,0,0,0
panda,2019-08-09,12:30,0,1,0,0,0,0,0,0,0
panda,2019-08-09,16:00,0,1,1,0,0,0,0,0,0
panda,2019-08-10,15:00,0,0,0,0,0,0,0,0,1
panda,2019-08-10,20:00,2,0,0,0,0,0,300,0,0
panda,2019-08-11,11:30,0,0,0,0,0,0,0,0,1
panda,2019-08-11,18:30,0,1,0,0,0,0,600,0,0
panda,2019-08-12,7:00,0,0,0,0,0,0,0,0,1
panda,2019-08-12,10:30,0,1,0,0,0,0,0,0,0
panda,2019-08-12,12:30,0,0,0,0,0,0,0,0,0
panda,2019-08-12,20:00,0,0,0,0,0,0,500,0,0
panda,2019-08-13,7:30,0,0,0,0,0,0,0,0,1
panda,2019-08-13,12:30,0,0,0,0,0,0,0,0,0
panda,2019-08-13,20:00,0,0,0,0,0,0,600,0,0
panda,2019-08-14,12:30,0,0,0,0,0,0,0,0,1
panda,2019-08-14,19:00,0,0,0,0,0,0,0,0,0
panda,2019-08-14,21:00,0,1,1,0,0,0,600,0,0
panda,2019-08-15,12:00,0,0,0,0,0,0,0,0,1
panda,2019-08-15,19:00,0,0,0,0,0,0,300,0,0
panda,2019-08-16,12:00,0,1,0,1,0,0,0,0,1
panda,2019-08-16,20:30,0,0,0,0,0,0,700,0,0
panda,2019-08-17,12:00,0,0,0,0,0,0,0,0,1
panda,2019-08-17,19:00,0,0,0,0,0,0,0,0,0
panda,2019-08-17,19:30,0,0,0,0,0,0,500,0,0
panda,2019-08-18,15:00,0,0,0,0,0,0,0,0,1
panda,2019-08-18,19:30,0,0,0,0,0,0,0,0,0
panda,2019-08-18,20:00,0,0,0,0,0,0,500,0,0
panda,2019-08-19,12:00,0,0,0,0,0,0,0,0,1
panda,2019-08-19,16:00,0,1,1,0,0,0,0,0,0
panda,2019-08-19,20:00,0,0,0,0,0,0,1000,0,0
panda,2019-08-20,7:50,1,0,0,0,0,0,0,0,1
panda,2019-08-20,10:00,0,1,1,0,0,0,0,0,0
panda,2019-08-20,12:00,1,0,0,0,0,0,0,0,0
